datacreationdate,sitename,aqi_2,calc_AQI
2024-10-16,三義,46.042,51.951
2024-10-17,三義,39.042,33.68
2024-10-18,三義,70.625,46.991
2024-10-19,三義,58.417,55.554
2024-10-20,三義,35.208,48.446
2024-10-21,三義,32.75,26.054
2024-10-22,三義,28.667,29.346
2024-10-23,三義,36.708,18.475
2024-10-24,三義,40.25,26.947
2024-10-25,三義,35.833,15.869
2024-10-26,三義,50.375,26.442
2024-10-27,三義,40.167,47.539
2024-10-28,三義,30.208,32.687
2024-10-29,三義,38.875,33.809
2024-10-30,三義,41.583,28.882
2024-10-31,三義,27.208,18.862
2024-11-01,三義,31.583,9.47
2024-11-02,三義,29.25,23.548
2024-11-03,三義,36.583,29.691
2024-11-04,三義,39.667,40.16
2024-11-05,三義,41.417,34.623
2024-11-06,三義,43.167,31.086
2024-11-07,三義,39.5,23.152
2024-11-08,三義,34.042,23.509
2024-11-09,三義,27.333,22.58
2024-11-10,三義,23.292,20.976
2024-11-11,三義,27.917,24.041
2024-11-12,三義,20.5,29.801
2024-11-13,三義,56.708,23.905
2024-11-14,三義,86.542,57.729
2024-11-15,三義,82.333,65.66
2024-11-16,三義,41.958,56.23
2024-11-17,三義,24.458,33.86
2024-11-18,三義,35.333,27.731
2024-11-19,三義,28.417,23.688
2024-11-20,三義,27.083,19.538
2024-11-21,三義,28.333,23.401
2024-11-22,三義,33.667,20.213
2024-11-23,三義,40.458,24.994
2024-11-24,三義,32.083,37.564
2024-11-25,三義,49.917,29.354
2024-11-26,三義,32.875,52.869
2024-11-27,三義,38.167,29.93
2024-11-28,三義,38.708,39.682
2024-11-29,三義,45.333,41.177
2024-10-16,中山,28.292,24.834
2024-10-17,中山,37.917,25.152
2024-10-18,中山,40.958,24.871
2024-10-19,中山,29.167,41.294
2024-10-20,中山,33.917,24.316
2024-10-21,中山,32.375,31.558
2024-10-22,中山,33.167,29.654
2024-10-23,中山,47.0,32.487
2024-10-24,中山,32.583,37.459
2024-10-25,中山,27.167,31.816
2024-10-26,中山,19.292,23.222
2024-10-27,中山,18.625,22.491
2024-10-28,中山,29.958,23.464
2024-10-29,中山,40.417,31.724
2024-10-30,中山,33.917,38.104
2024-10-31,中山,27.125,30.455
2024-11-01,中山,35.917,20.134
2024-11-02,中山,30.958,32.297
2024-11-03,中山,54.375,28.818
2024-11-04,中山,36.583,44.799
2024-11-05,中山,43.667,32.709
2024-11-06,中山,43.167,45.413
2024-11-07,中山,33.583,39.214
2024-11-08,中山,32.375,29.655
2024-11-09,中山,24.167,28.14
2024-11-10,中山,24.833,26.688
2024-11-11,中山,27.208,25.698
2024-11-12,中山,26.542,25.944
2024-11-13,中山,25.917,25.641
2024-11-14,中山,14.333,25.185
2024-11-15,中山,93.375,22.509
2024-11-16,中山,37.833,51.858
2024-11-17,中山,22.917,26.592
2024-11-18,中山,34.5,29.518
2024-11-19,中山,31.875,33.111
2024-11-20,中山,29.375,27.683
2024-11-21,中山,31.667,26.806
2024-11-22,中山,35.042,26.253
2024-11-23,中山,51.083,30.157
2024-11-24,中山,31.792,37.774
2024-11-25,中山,38.667,28.535
2024-11-26,中山,40.667,42.502
2024-11-27,中山,46.292,36.654
2024-11-28,中山,47.75,45.836
2024-11-29,中山,44.417,46.956
2024-10-16,二林,53.667,62.806
2024-10-17,二林,60.958,47.339
2024-10-18,二林,75.458,63.182
2024-10-19,二林,73.208,54.18
2024-10-20,二林,47.042,55.668
2024-10-21,二林,41.333,41.585
2024-10-22,二林,51.208,42.699
2024-10-23,二林,67.958,31.372
2024-10-24,二林,44.417,31.46
2024-10-25,二林,38.917,26.296
2024-10-26,二林,52.958,32.356
2024-10-27,二林,59.417,45.809
2024-10-28,二林,33.875,58.368
2024-10-29,二林,44.833,31.17
2024-10-30,二林,44.208,44.732
2024-10-31,二林,31.417,32.049
2024-11-01,二林,37.292,14.859
2024-11-02,二林,39.292,46.822
2024-11-03,二林,55.667,53.86
2024-11-04,二林,60.458,62.123
2024-11-05,二林,47.292,59.001
2024-11-06,二林,44.583,52.532
2024-11-07,二林,42.167,37.083
2024-11-08,二林,36.25,43.187
2024-11-09,二林,30.167,35.54
2024-11-10,二林,29.042,41.064
2024-11-11,二林,34.292,34.422
2024-11-12,二林,35.75,43.129
2024-11-13,二林,68.583,49.813
2024-11-14,二林,73.208,73.136
2024-11-15,二林,84.917,77.953
2024-11-16,二林,40.75,66.884
2024-11-17,二林,25.958,36.389
2024-11-18,二林,34.833,27.639
2024-11-19,二林,29.5,25.863
2024-11-20,二林,30.5,29.01
2024-11-21,二林,25.542,29.489
2024-11-22,二林,30.625,20.882
2024-11-23,二林,43.708,30.692
2024-11-24,二林,33.75,53.45
2024-11-25,二林,54.0,55.389
2024-11-26,二林,33.5,65.362
2024-11-27,二林,50.625,39.578
2024-11-28,二林,46.75,46.058
2024-11-29,二林,53.542,54.393
2024-10-16,仁武,71.167,56.956
2024-10-17,仁武,67.417,56.659
2024-10-18,仁武,68.417,59.678
2024-10-19,仁武,91.917,59.781
2024-10-20,仁武,69.667,63.537
2024-10-21,仁武,64.917,60.33
2024-10-22,仁武,74.458,59.143
2024-10-23,仁武,68.083,65.03
2024-10-24,仁武,50.875,65.8
2024-10-25,仁武,49.958,61.783
2024-10-26,仁武,69.708,59.336
2024-10-27,仁武,44.083,60.74
2024-10-28,仁武,33.167,55.083
2024-10-29,仁武,62.875,51.678
2024-10-30,仁武,69.083,61.263
2024-10-31,仁武,40.917,68.377
2024-11-01,仁武,63.542,55.477
2024-11-02,仁武,59.792,71.741
2024-11-03,仁武,75.667,65.866
2024-11-04,仁武,85.208,70.786
2024-11-05,仁武,75.25,72.573
2024-11-06,仁武,69.917,68.308
2024-11-07,仁武,64.292,68.502
2024-11-08,仁武,64.083,67.557
2024-11-09,仁武,85.458,62.756
2024-11-10,仁武,79.75,70.377
2024-11-11,仁武,77.958,68.735
2024-11-12,仁武,85.292,71.877
2024-11-13,仁武,74.958,66.326
2024-11-14,仁武,78.833,74.673
2024-11-15,仁武,125.542,77.354
2024-11-16,仁武,51.958,78.621
2024-11-17,仁武,54.792,65.352
2024-11-18,仁武,60.458,71.74
2024-11-19,仁武,67.208,71.44
2024-11-20,仁武,70.792,76.625
2024-11-21,仁武,73.542,83.196
2024-11-22,仁武,66.25,84.737
2024-11-23,仁武,84.667,85.542
2024-11-24,仁武,96.458,88.646
2024-11-25,仁武,74.292,89.878
2024-11-26,仁武,68.417,82.764
2024-11-27,仁武,70.5,79.588
2024-11-28,仁武,61.458,82.144
2024-11-29,仁武,56.875,80.756
2024-10-16,冬山,20.958,29.193
2024-10-17,冬山,23.708,19.974
2024-10-18,冬山,25.167,21.537
2024-10-19,冬山,26.042,22.983
2024-10-20,冬山,38.167,25.079
2024-10-21,冬山,28.208,27.579
2024-10-22,冬山,27.167,18.251
2024-10-23,冬山,38.542,25.219
2024-10-24,冬山,36.667,34.918
2024-10-25,冬山,29.208,14.614
2024-10-26,冬山,17.792,15.061
2024-10-27,冬山,20.25,14.532
2024-10-28,冬山,29.333,18.161
2024-10-29,冬山,37.125,21.193
2024-10-30,冬山,33.167,25.023
2024-10-31,冬山,34.625,18.662
2024-11-01,冬山,31.917,18.901
2024-11-02,冬山,27.125,21.482
2024-11-03,冬山,44.0,22.525
2024-11-04,冬山,33.542,36.198
2024-11-05,冬山,35.25,28.439
2024-11-06,冬山,36.75,31.321
2024-11-07,冬山,27.625,25.279
2024-11-08,冬山,27.833,16.938
2024-11-09,冬山,20.917,16.65
2024-11-10,冬山,28.0,15.139
2024-11-11,冬山,27.417,14.928
2024-11-12,冬山,20.5,17.508
2024-11-13,冬山,19.25,13.592
2024-11-14,冬山,14.542,16.057
2024-11-15,冬山,11.833,14.037
2024-11-16,冬山,22.083,9.432
2024-11-17,冬山,24.0,16.809
2024-11-18,冬山,33.875,13.684
2024-11-19,冬山,29.292,24.364
2024-11-20,冬山,28.75,17.671
2024-11-21,冬山,33.417,14.649
2024-11-22,冬山,32.875,17.441
2024-11-23,冬山,37.25,18.189
2024-11-24,冬山,31.583,23.573
2024-11-25,冬山,25.125,13.088
2024-11-26,冬山,25.958,18.453
2024-11-27,冬山,38.083,25.388
2024-11-28,冬山,32.083,34.981
2024-11-29,冬山,38.625,29.347
2024-10-16,前金,44.917,62.489
2024-10-17,前金,54.375,60.717
2024-10-18,前金,54.667,63.321
2024-10-19,前金,80.458,56.079
2024-10-20,前金,64.375,58.294
2024-10-21,前金,61.625,66.267
2024-10-22,前金,61.333,63.055
2024-10-23,前金,71.417,63.319
2024-10-24,前金,57.917,70.467
2024-10-25,前金,41.625,54.565
2024-10-26,前金,58.75,52.139
2024-10-27,前金,38.958,64.051
2024-10-28,前金,25.625,60.1
2024-10-29,前金,59.333,53.916
2024-10-30,前金,65.333,75.194
2024-10-31,前金,41.917,77.558
2024-11-01,前金,67.25,62.385
2024-11-02,前金,64.333,89.019
2024-11-03,前金,64.5,71.495
2024-11-04,前金,71.083,79.103
2024-11-05,前金,75.458,82.614
2024-11-06,前金,69.625,83.079
2024-11-07,前金,61.417,85.609
2024-11-08,前金,66.417,82.491
2024-11-09,前金,77.667,79.444
2024-11-10,前金,74.208,87.772
2024-11-11,前金,84.417,82.982
2024-11-12,前金,82.5,98.242
2024-11-13,前金,63.292,85.971
2024-11-14,前金,66.792,93.585
2024-11-15,前金,123.042,90.31
2024-11-16,前金,41.25,94.723
2024-11-17,前金,52.625,70.279
2024-11-18,前金,60.375,86.504
2024-11-19,前金,58.333,77.805
2024-11-20,前金,67.625,91.485
2024-11-21,前金,76.125,95.396
2024-11-22,前金,58.5,88.443
2024-11-23,前金,76.667,111.655
2024-11-24,前金,86.75,107.432
2024-11-25,前金,65.083,103.213
2024-11-26,前金,66.667,92.351
2024-11-27,前金,70.958,82.474
2024-11-28,前金,62.542,93.984
2024-11-29,前金,62.0,87.091
2024-10-16,南投,75.083,61.194
2024-10-17,南投,75.0,60.334
2024-10-18,南投,83.0,62.006
2024-10-19,南投,75.625,68.573
2024-10-20,南投,49.0,62.105
2024-10-21,南投,40.75,55.168
2024-10-22,南投,47.25,53.216
2024-10-23,南投,28.958,44.022
2024-10-24,南投,28.5,41.161
2024-10-25,南投,38.25,36.424
2024-10-26,南投,56.5,41.551
2024-10-27,南投,60.5,43.786
2024-10-28,南投,40.0,52.778
2024-10-29,南投,35.208,41.865
2024-10-30,南投,34.917,56.367
2024-10-31,南投,19.625,43.807
2024-11-01,南投,35.75,19.413
2024-11-02,南投,47.167,34.267
2024-11-03,南投,45.208,56.116
2024-11-04,南投,64.958,51.37
2024-11-05,南投,40.125,60.359
2024-11-06,南投,38.5,49.583
2024-11-07,南投,33.625,43.186
2024-11-08,南投,30.208,45.204
2024-11-09,南投,38.667,37.787
2024-11-10,南投,44.792,34.534
2024-11-11,南投,36.208,31.514
2024-11-12,南投,54.917,48.065
2024-11-13,南投,77.0,47.231
2024-11-14,南投,99.75,67.301
2024-11-15,南投,122.208,73.842
2024-11-16,南投,69.792,82.912
2024-11-17,南投,26.167,52.567
2024-11-18,南投,25.875,45.89
2024-11-19,南投,28.583,42.752
2024-11-20,南投,26.125,39.064
2024-11-21,南投,26.667,41.407
2024-11-22,南投,25.583,38.145
2024-11-23,南投,40.333,46.552
2024-11-24,南投,52.875,58.043
2024-11-25,南投,68.25,59.039
2024-11-26,南投,45.458,61.583
2024-11-27,南投,43.5,53.045
2024-11-28,南投,46.417,63.512
2024-11-29,南投,54.125,57.244
2024-10-16,古亭,33.292,26.575
2024-10-17,古亭,31.875,26.967
2024-10-18,古亭,36.708,27.554
2024-10-19,古亭,21.75,37.128
2024-10-20,古亭,34.583,28.799
2024-10-21,古亭,31.542,29.82
2024-10-22,古亭,30.625,29.06
2024-10-23,古亭,44.083,29.972
2024-10-24,古亭,35.708,34.049
2024-10-25,古亭,27.208,29.096
2024-10-26,古亭,19.292,21.447
2024-10-27,古亭,20.083,17.413
2024-10-28,古亭,35.208,19.963
2024-10-29,古亭,44.25,25.882
2024-10-30,古亭,38.625,33.85
2024-10-31,古亭,29.167,33.388
2024-11-01,古亭,33.0,19.792
2024-11-02,古亭,26.25,34.278
2024-11-03,古亭,50.833,30.377
2024-11-04,古亭,39.625,38.525
2024-11-05,古亭,42.208,36.92
2024-11-06,古亭,38.875,39.449
2024-11-07,古亭,33.375,37.505
2024-11-08,古亭,34.458,32.182
2024-11-09,古亭,28.333,28.645
2024-11-10,古亭,28.042,24.803
2024-11-11,古亭,27.5,23.948
2024-11-12,古亭,29.125,25.049
2024-11-13,古亭,28.083,24.423
2024-11-14,古亭,3.5,22.56
2024-11-15,古亭,81.708,15.594
2024-11-16,古亭,31.542,46.885
2024-11-17,古亭,25.208,33.63
2024-11-18,古亭,33.792,30.109
2024-11-19,古亭,31.125,33.235
2024-11-20,古亭,28.417,29.372
2024-11-21,古亭,29.125,27.691
2024-11-22,古亭,34.917,27.137
2024-11-23,古亭,48.125,29.782
2024-11-24,古亭,34.542,34.587
2024-11-25,古亭,39.708,29.346
2024-11-26,古亭,37.75,39.515
2024-11-27,古亭,41.875,39.815
2024-11-28,古亭,41.625,38.68
2024-11-29,古亭,45.833,41.048
2024-10-16,善化,68.25,56.524
2024-10-17,善化,68.667,62.523
2024-10-18,善化,69.708,66.562
2024-10-19,善化,88.417,60.641
2024-10-20,善化,66.625,60.753
2024-10-21,善化,53.125,62.751
2024-10-22,善化,61.625,63.638
2024-10-23,善化,56.083,62.244
2024-10-24,善化,39.917,55.243
2024-10-25,善化,34.25,60.329
2024-10-26,善化,53.833,55.128
2024-10-27,善化,63.208,55.511
2024-10-28,善化,35.333,59.848
2024-10-29,善化,51.583,45.511
2024-10-30,善化,48.833,67.199
2024-10-31,善化,34.833,64.187
2024-11-01,善化,49.458,45.051
2024-11-02,善化,61.208,74.029
2024-11-03,善化,67.708,64.634
2024-11-04,善化,81.542,73.569
2024-11-05,善化,63.458,72.601
2024-11-06,善化,53.083,63.233
2024-11-07,善化,48.833,72.304
2024-11-08,善化,48.875,64.048
2024-11-09,善化,68.958,58.022
2024-11-10,善化,83.333,65.725
2024-11-11,善化,70.542,58.734
2024-11-12,善化,59.125,60.639
2024-11-13,善化,60.75,42.729
2024-11-14,善化,65.458,62.556
2024-11-15,善化,118.25,66.027
2024-11-16,善化,64.667,62.683
2024-11-17,善化,47.25,35.323
2024-11-18,善化,38.0,54.988
2024-11-19,善化,41.0,57.644
2024-11-20,善化,49.958,54.314
2024-11-21,善化,52.75,57.72
2024-11-22,善化,42.417,60.237
2024-11-23,善化,61.042,64.057
2024-11-24,善化,69.5,71.643
2024-11-25,善化,58.25,66.139
2024-11-26,善化,55.75,63.204
2024-11-27,善化,56.792,62.615
2024-11-28,善化,48.0,69.28
2024-11-29,善化,55.0,69.314
2024-10-16,嘉義,71.333,60.507
2024-10-17,嘉義,75.583,68.213
2024-10-18,嘉義,75.958,67.975
2024-10-19,嘉義,80.375,65.054
2024-10-20,嘉義,56.333,60.867
2024-10-21,嘉義,53.208,62.009
2024-10-22,嘉義,64.917,58.422
2024-10-23,嘉義,45.75,60.99
2024-10-24,嘉義,34.917,57.025
2024-10-25,嘉義,34.625,38.11
2024-10-26,嘉義,58.292,54.089
2024-10-27,嘉義,71.417,33.639
2024-10-28,嘉義,37.083,64.353
2024-10-29,嘉義,47.958,42.371
2024-10-30,嘉義,47.042,64.273
2024-10-31,嘉義,24.708,53.72
2024-11-01,嘉義,39.625,18.885
2024-11-02,嘉義,56.292,58.918
2024-11-03,嘉義,59.167,62.789
2024-11-04,嘉義,83.25,70.334
2024-11-05,嘉義,54.292,73.153
2024-11-06,嘉義,47.5,55.462
2024-11-07,嘉義,41.333,60.337
2024-11-08,嘉義,43.458,58.426
2024-11-09,嘉義,66.875,49.148
2024-11-10,嘉義,69.625,74.099
2024-11-11,嘉義,59.917,48.218
2024-11-12,嘉義,65.708,66.552
2024-11-13,嘉義,77.125,61.663
2024-11-14,嘉義,92.625,71.042
2024-11-15,嘉義,132.458,93.266
2024-11-16,嘉義,78.083,66.971
2024-11-17,嘉義,41.583,59.509
2024-11-18,嘉義,37.292,56.275
2024-11-19,嘉義,39.875,52.723
2024-11-20,嘉義,49.917,58.089
2024-11-21,嘉義,44.0,51.871
2024-11-22,嘉義,37.958,47.471
2024-11-23,嘉義,60.417,58.794
2024-11-24,嘉義,71.667,66.753
2024-11-25,嘉義,70.5,72.396
2024-11-26,嘉義,53.75,63.212
2024-11-27,嘉義,55.792,55.04
2024-11-28,嘉義,49.667,66.018
2024-11-29,嘉義,59.167,61.492
2024-10-16,土城,25.083,15.413
2024-10-17,土城,22.125,15.037
2024-10-18,土城,37.583,16.219
2024-10-19,土城,19.792,25.673
2024-10-20,土城,35.5,16.665
2024-10-21,土城,27.75,19.814
2024-10-22,土城,33.292,20.765
2024-10-23,土城,36.625,22.249
2024-10-24,土城,36.333,27.422
2024-10-25,土城,28.625,20.491
2024-10-26,土城,19.875,15.556
2024-10-27,土城,20.875,17.378
2024-10-28,土城,30.417,14.873
2024-10-29,土城,37.542,19.27
2024-10-30,土城,36.292,27.226
2024-10-31,土城,29.583,21.422
2024-11-01,土城,25.042,13.547
2024-11-02,土城,25.875,17.671
2024-11-03,土城,43.917,17.663
2024-11-04,土城,36.083,30.493
2024-11-05,土城,40.0,25.07
2024-11-06,土城,39.542,30.607
2024-11-07,土城,34.208,27.388
2024-11-08,土城,33.042,20.991
2024-11-09,土城,28.333,18.966
2024-11-10,土城,29.167,15.826
2024-11-11,土城,28.792,15.157
2024-11-12,土城,27.0,16.395
2024-11-13,土城,26.708,16.097
2024-11-14,土城,18.458,14.351
2024-11-15,土城,122.042,17.581
2024-11-16,土城,92.875,66.506
2024-11-17,土城,25.792,31.784
2024-11-18,土城,32.708,18.82
2024-11-19,土城,31.042,24.419
2024-11-20,土城,31.708,22.679
2024-11-21,土城,31.792,21.641
2024-11-22,土城,32.75,21.201
2024-11-23,土城,42.25,24.356
2024-11-24,土城,36.375,30.811
2024-11-25,土城,40.708,23.647
2024-11-26,土城,37.625,39.72
2024-11-27,土城,40.458,30.213
2024-11-28,土城,38.333,35.625
2024-11-29,土城,46.0,38.016
2024-10-17,基隆,27.5,20.864
2024-10-18,基隆,18.25,23.151
2024-10-19,基隆,18.167,23.927
2024-10-20,基隆,41.833,21.395
2024-10-21,基隆,37.708,28.463
2024-10-22,基隆,37.542,23.983
2024-10-23,基隆,43.042,26.77
2024-10-24,基隆,42.792,30.409
2024-10-25,基隆,31.375,20.288
2024-10-26,基隆,19.583,14.215
2024-10-27,基隆,21.542,14.633
2024-10-28,基隆,39.042,18.939
2024-10-29,基隆,46.625,27.609
2024-10-30,基隆,44.958,30.068
2024-10-31,基隆,30.792,23.622
2024-11-01,基隆,13.417,13.173
2024-11-02,基隆,29.583,31.843
2024-11-03,基隆,48.292,34.331
2024-11-04,基隆,32.292,43.068
2024-11-05,基隆,47.375,27.183
2024-11-06,基隆,44.583,38.353
2024-11-07,基隆,41.522,23.191
2024-11-08,基隆,36.833,22.403
2024-11-09,基隆,32.5,27.229
2024-11-10,基隆,31.708,22.842
2024-11-11,基隆,33.0,23.325
2024-11-12,基隆,35.292,21.353
2024-11-13,基隆,33.333,18.997
2024-11-14,基隆,11.042,16.003
2024-11-15,基隆,18.917,12.171
2024-11-16,基隆,21.917,16.781
2024-11-17,基隆,30.625,23.945
2024-11-18,基隆,38.083,25.051
2024-11-19,基隆,37.75,27.741
2024-11-20,基隆,38.833,22.099
2024-11-21,基隆,38.458,20.262
2024-11-22,基隆,39.583,20.247
2024-11-23,基隆,45.833,25.071
2024-11-24,基隆,36.167,28.494
2024-11-25,基隆,31.125,20.693
2024-11-26,基隆,31.583,27.831
2024-11-27,基隆,41.5,30.462
2024-11-28,基隆,37.792,37.944
2024-11-29,基隆,42.625,40.227
2024-10-16,士林,27.958,14.672
2024-10-17,士林,27.167,14.39
2024-10-18,士林,35.75,14.61
2024-10-19,士林,23.25,29.283
2024-10-20,士林,39.625,13.929
2024-10-21,士林,30.958,16.167
2024-10-22,士林,38.417,14.329
2024-10-23,士林,38.25,15.265
2024-10-24,士林,41.042,16.404
2024-10-25,士林,32.25,12.95
2024-10-26,士林,21.042,12.012
2024-10-27,士林,25.125,10.132
2024-10-28,士林,34.042,13.05
2024-10-29,士林,42.875,16.238
2024-10-30,士林,40.875,21.287
2024-10-31,士林,32.292,14.4
2024-11-01,士林,28.0,12.171
2024-11-02,士林,28.208,20.219
2024-11-03,士林,47.125,22.972
2024-11-04,士林,41.417,33.191
2024-11-05,士林,45.458,20.631
2024-11-06,士林,43.792,25.234
2024-11-07,士林,39.217,22.922
2024-11-08,士林,35.25,20.562
2024-11-09,士林,27.875,21.14
2024-11-10,士林,27.25,18.458
2024-11-11,士林,32.375,19.526
2024-11-12,士林,33.792,16.607
2024-11-13,士林,31.208,13.875
2024-11-14,士林,12.25,13.244
2024-11-15,士林,64.458,10.597
2024-11-16,士林,32.417,42.47
2024-11-17,士林,26.125,23.682
2024-11-18,士林,37.042,22.509
2024-11-19,士林,36.125,22.804
2024-11-20,士林,35.708,18.911
2024-11-21,士林,33.917,17.089
2024-11-22,士林,37.792,15.656
2024-11-23,士林,45.333,19.811
2024-11-24,士林,39.042,27.089
2024-11-25,士林,39.958,18.449
2024-11-26,士林,32.917,29.563
2024-11-27,士林,41.292,24.052
2024-11-28,士林,40.0,32.563
2024-11-29,士林,39.458,35.811
2024-10-16,大園,27.75,33.265
2024-10-17,大園,39.333,26.105
2024-10-18,大園,46.542,26.797
2024-10-19,大園,58.042,46.557
2024-10-20,大園,43.417,32.487
2024-10-21,大園,33.5,31.403
2024-10-22,大園,37.167,30.084
2024-10-23,大園,50.958,30.736
2024-10-24,大園,36.417,35.248
2024-10-25,大園,31.917,22.447
2024-10-26,大園,60.333,16.703
2024-10-27,大園,41.458,59.537
2024-10-28,大園,36.375,30.612
2024-10-29,大園,47.042,32.791
2024-10-30,大園,38.75,46.645
2024-10-31,大園,33.292,33.427
2024-11-01,大園,29.5,17.201
2024-11-02,大園,33.75,37.755
2024-11-03,大園,59.833,45.311
2024-11-04,大園,40.583,53.436
2024-11-05,大園,52.708,43.122
2024-11-06,大園,44.292,48.343
2024-11-07,大園,34.609,40.619
2024-11-08,大園,34.625,40.661
2024-11-09,大園,33.417,33.094
2024-11-10,大園,30.25,26.521
2024-11-11,大園,28.792,28.844
2024-11-12,大園,29.625,29.67
2024-11-13,大園,30.333,29.178
2024-11-14,大園,53.417,24.889
2024-11-15,大園,107.042,59.451
2024-11-16,大園,53.167,70.988
2024-11-17,大園,28.917,32.827
2024-11-18,大園,39.417,33.148
2024-11-19,大園,30.417,36.211
2024-11-20,大園,32.958,32.519
2024-11-21,大園,32.5,28.062
2024-11-22,大園,34.333,26.136
2024-11-23,大園,47.417,34.101
2024-11-24,大園,33.583,43.378
2024-11-25,大園,37.625,32.801
2024-11-26,大園,35.208,52.538
2024-11-27,大園,50.917,40.72
2024-11-28,大園,45.708,44.743
2024-11-29,大園,51.25,52.646
2024-10-20,大寮,93.625,74.808
2024-10-21,大寮,78.958,70.156
2024-10-22,大寮,79.875,69.733
2024-10-23,大寮,85.667,70.816
2024-10-24,大寮,59.708,77.518
2024-10-25,大寮,49.875,65.181
2024-10-26,大寮,72.708,65.219
2024-10-27,大寮,35.083,59.271
2024-10-28,大寮,24.833,44.751
2024-10-29,大寮,61.375,41.114
2024-10-30,大寮,75.083,62.198
2024-10-31,大寮,37.583,66.123
2024-11-01,大寮,63.542,36.755
2024-11-02,大寮,67.958,65.229
2024-11-03,大寮,80.125,60.075
2024-11-04,大寮,78.125,68.819
2024-11-05,大寮,68.75,64.841
2024-11-06,大寮,72.917,59.673
2024-11-07,大寮,68.458,65.915
2024-11-08,大寮,72.833,68.65
2024-11-09,大寮,87.417,64.811
2024-11-10,大寮,83.292,73.302
2024-11-11,大寮,95.75,64.637
2024-11-12,大寮,76.583,76.598
2024-11-13,大寮,60.125,53.818
2024-11-14,大寮,82.208,61.052
2024-11-15,大寮,99.667,71.7
2024-11-16,大寮,36.333,62.058
2024-11-17,大寮,52.625,51.742
2024-11-18,大寮,58.708,60.357
2024-11-19,大寮,64.0,60.836
2024-11-20,大寮,72.042,65.29
2024-11-21,大寮,81.25,73.249
2024-11-22,大寮,69.167,79.827
2024-11-23,大寮,86.833,76.751
2024-11-24,大寮,96.125,84.419
2024-11-25,大寮,70.917,80.311
2024-11-26,大寮,63.792,68.759
