datacreationdate,sitename,aqi_2,calc_AQI
2024-11-22,新營,41.542,60.102
2024-11-23,新營,61.542,60.721
2024-11-24,新營,62.125,61.124
2024-11-25,新營,60.542,62.52
2024-11-26,新營,59.958,63.663
2024-11-27,新營,62.667,64.479
2024-11-28,新營,56.917,65.538
2024-11-29,新營,63.5,67.61
2024-10-16,新竹,25.5,27.778
2024-10-17,新竹,28.667,20.887
2024-10-18,新竹,35.208,28.634
2024-10-19,新竹,37.292,26.447
2024-10-20,新竹,35.875,27.832
2024-10-21,新竹,32.375,24.117
2024-10-22,新竹,32.625,26.587
2024-10-23,新竹,34.208,24.634
2024-10-24,新竹,36.667,14.782
2024-10-25,新竹,33.833,14.988
2024-10-26,新竹,52.458,23.153
2024-10-27,新竹,47.417,45.01
2024-10-28,新竹,34.583,37.122
2024-10-29,新竹,41.458,30.101
2024-10-30,新竹,38.083,32.408
2024-10-31,新竹,29.875,22.71
2024-11-01,新竹,23.917,11.475
2024-11-02,新竹,26.583,27.952
2024-11-03,新竹,44.125,33.261
2024-11-04,新竹,36.708,47.188
2024-11-05,新竹,41.167,32.862
2024-11-06,新竹,39.875,33.982
2024-11-07,新竹,37.375,23.636
2024-11-08,新竹,37.083,21.156
2024-11-09,新竹,30.833,24.438
2024-11-10,新竹,27.25,21.767
2024-11-11,新竹,31.917,24.83
2024-11-12,新竹,28.958,22.177
2024-11-13,新竹,28.833,22.611
2024-11-14,新竹,67.917,33.379
2024-11-15,新竹,95.25,60.697
2024-11-16,新竹,42.208,64.823
2024-11-17,新竹,26.292,33.81
2024-11-18,新竹,32.417,29.594
2024-11-19,新竹,32.083,28.938
2024-11-20,新竹,31.5,25.263
2024-11-21,新竹,32.167,26.913
2024-11-22,新竹,32.167,22.715
2024-11-23,新竹,43.542,26.641
2024-11-24,新竹,36.292,35.517
2024-11-25,新竹,36.167,26.139
2024-11-26,新竹,28.292,47.638
2024-11-27,新竹,40.042,33.378
2024-11-28,新竹,38.792,45.765
2024-11-29,新竹,43.333,52.473
2024-10-16,新莊,27.708,22.148
2024-10-17,新莊,35.708,20.89
2024-10-18,新莊,52.0,24.252
2024-10-19,新莊,36.0,49.564
2024-10-20,新莊,36.208,23.015
2024-10-21,新莊,33.917,27.248
2024-10-22,新莊,34.833,25.677
2024-10-23,新莊,45.75,26.374
2024-10-24,新莊,32.667,27.491
2024-10-25,新莊,29.0,30.791
2024-10-26,新莊,21.167,19.488
2024-10-27,新莊,21.542,18.574
2024-10-28,新莊,32.375,18.876
2024-10-29,新莊,39.25,23.927
2024-10-30,新莊,36.083,35.737
2024-10-31,新莊,28.708,30.09
2024-11-01,新莊,27.5,16.308
2024-11-02,新莊,33.208,35.525
2024-11-03,新莊,55.167,29.533
2024-11-04,新莊,39.25,39.882
2024-11-05,新莊,45.542,29.693
2024-11-06,新莊,42.583,40.329
2024-11-07,新莊,34.458,34.758
2024-11-08,新莊,34.417,30.731
2024-11-09,新莊,23.667,33.607
2024-11-10,新莊,26.042,30.833
2024-11-11,新莊,27.333,27.692
2024-11-12,新莊,28.042,25.079
2024-11-13,新莊,22.625,19.741
2024-11-14,新莊,21.375,17.626
2024-11-15,新莊,104.0,16.807
2024-11-16,新莊,74.5,66.643
2024-11-17,新莊,21.625,33.904
2024-11-18,新莊,34.125,28.304
2024-11-19,新莊,30.125,30.016
2024-11-20,新莊,31.25,27.688
2024-11-21,新莊,30.042,25.867
2024-11-22,新莊,35.792,28.846
2024-11-23,新莊,50.792,31.739
2024-11-24,新莊,34.917,39.813
2024-11-25,新莊,40.0,29.942
2024-11-26,新莊,36.458,43.907
2024-11-27,新莊,44.625,32.04
2024-11-28,新莊,48.958,40.718
2024-11-29,新莊,56.125,55.216
2024-10-16,朴子,43.917,49.78
2024-10-17,朴子,50.375,45.396
2024-10-18,朴子,62.75,47.707
2024-10-19,朴子,54.667,47.722
2024-10-20,朴子,39.042,46.56
2024-10-21,朴子,37.333,45.608
2024-10-22,朴子,59.125,45.926
2024-10-23,朴子,74.083,42.909
2024-10-24,朴子,67.75,48.77
2024-10-25,朴子,36.583,46.787
2024-10-26,朴子,55.833,40.022
2024-10-27,朴子,48.833,37.277
2024-10-28,朴子,37.0,39.152
2024-10-29,朴子,43.792,37.025
2024-10-30,朴子,44.5,36.51
2024-10-31,朴子,33.25,36.306
2024-11-01,朴子,10.5,39.348
2024-11-02,朴子,38.583,52.872
2024-11-03,朴子,52.25,38.082
2024-11-04,朴子,56.708,56.734
2024-11-05,朴子,43.208,57.171
2024-11-06,朴子,55.5,57.473
2024-11-07,朴子,39.375,59.384
2024-11-08,朴子,35.542,53.129
2024-11-09,朴子,36.958,49.625
2024-11-10,朴子,46.125,45.363
2024-11-11,朴子,34.542,40.988
2024-11-12,朴子,38.917,44.758
2024-11-13,朴子,60.667,39.165
2024-11-14,朴子,52.083,47.691
2024-11-15,朴子,70.625,52.197
2024-11-16,朴子,36.5,45.451
2024-11-17,朴子,27.125,36.555
2024-11-18,朴子,46.292,36.506
2024-11-19,朴子,31.125,42.677
2024-11-20,朴子,30.125,40.702
2024-11-21,朴子,43.458,39.844
2024-11-22,朴子,37.208,41.73
2024-11-23,朴子,44.958,44.643
2024-11-24,朴子,38.667,52.951
2024-11-25,朴子,38.208,47.998
2024-11-26,朴子,44.25,43.228
2024-11-27,朴子,56.667,41.346
2024-11-28,朴子,49.875,51.416
2024-11-29,朴子,58.208,54.478
2024-10-16,松山,25.958,24.889
2024-10-17,松山,32.833,25.255
2024-10-18,松山,35.583,25.674
2024-10-19,松山,24.792,31.43
2024-10-20,松山,34.75,26.579
2024-10-21,松山,30.083,25.501
2024-10-22,松山,30.917,25.712
2024-10-23,松山,45.833,25.227
2024-10-24,松山,35.458,29.818
2024-10-25,松山,24.25,23.481
2024-10-26,松山,19.083,19.459
2024-10-27,松山,21.708,18.869
2024-10-28,松山,32.25,19.333
2024-10-29,松山,42.667,20.483
2024-10-30,松山,36.125,29.517
2024-10-31,松山,25.958,29.222
2024-11-01,松山,36.792,18.758
2024-11-02,松山,27.208,28.591
2024-11-03,松山,54.708,30.49
2024-11-04,松山,35.333,38.826
2024-11-05,松山,42.625,35.512
2024-11-06,松山,46.25,38.024
2024-11-07,松山,37.625,39.0
2024-11-08,松山,34.125,36.528
2024-11-09,松山,25.083,35.517
2024-11-10,松山,24.917,31.88
2024-11-11,松山,27.583,29.495
2024-11-12,松山,26.375,28.332
2024-11-13,松山,25.708,23.84
2024-11-14,松山,12.083,20.576
2024-11-15,松山,81.667,20.112
2024-11-16,松山,16.708,37.062
2024-11-17,松山,23.375,27.563
2024-11-18,松山,18.125,24.144
2024-11-19,松山,30.083,24.982
2024-11-20,松山,30.0,26.206
2024-11-21,松山,30.833,24.937
2024-11-22,松山,35.958,24.342
2024-11-23,松山,51.083,27.458
2024-11-24,松山,30.792,32.344
2024-11-25,松山,36.083,27.856
2024-11-26,松山,37.792,31.316
2024-11-27,松山,46.458,31.051
2024-11-28,松山,45.833,33.598
2024-11-29,松山,50.167,39.913
2024-10-16,板橋,25.958,21.192
2024-10-17,板橋,24.917,20.456
2024-10-18,板橋,48.417,20.407
2024-10-19,板橋,22.5,37.657
2024-10-20,板橋,38.583,19.737
2024-10-21,板橋,34.792,28.515
2024-10-22,板橋,36.042,25.186
2024-10-23,板橋,38.708,27.729
2024-10-24,板橋,36.625,30.89
2024-10-25,板橋,29.833,24.651
2024-10-26,板橋,20.708,20.289
2024-10-27,板橋,21.667,22.623
2024-10-28,板橋,31.833,19.669
2024-10-29,板橋,38.5,28.897
2024-10-30,板橋,37.667,34.62
2024-10-31,板橋,30.333,27.002
2024-11-01,板橋,32.208,18.689
2024-11-02,板橋,26.833,26.016
2024-11-03,板橋,51.542,26.518
2024-11-04,板橋,38.708,44.427
2024-11-05,板橋,40.292,28.685
2024-11-06,板橋,38.167,39.174
2024-11-07,板橋,35.318,34.415
2024-11-08,板橋,38.167,28.46
2024-11-09,板橋,25.5,28.475
2024-11-10,板橋,28.292,22.676
2024-11-11,板橋,28.667,23.416
2024-11-12,板橋,27.875,21.088
2024-11-13,板橋,28.792,20.286
2024-11-14,板橋,16.375,20.051
2024-11-15,板橋,114.0,22.651
2024-11-16,板橋,84.75,71.415
2024-11-17,板橋,22.458,25.721
2024-11-18,板橋,32.875,27.421
2024-11-19,板橋,31.375,35.812
2024-11-20,板橋,32.208,30.556
2024-11-21,板橋,32.458,27.481
2024-11-22,板橋,33.583,27.066
2024-11-23,板橋,45.375,32.22
2024-11-24,板橋,35.917,40.543
2024-11-25,板橋,40.875,28.397
2024-11-26,板橋,34.667,40.866
2024-11-27,板橋,41.792,28.733
2024-11-28,板橋,38.542,41.602
2024-11-29,板橋,46.792,38.662
2024-10-16,林口,25.75,14.746
2024-10-17,林口,24.0,14.277
2024-10-18,林口,48.708,14.23
2024-10-19,林口,23.833,35.577
2024-10-20,林口,35.792,14.392
2024-10-21,林口,32.0,18.311
2024-10-22,林口,34.0,16.615
2024-10-23,林口,35.042,18.658
2024-10-24,林口,35.5,20.911
2024-10-25,林口,27.167,12.04
2024-10-26,林口,25.542,12.399
2024-10-27,林口,23.75,16.468
2024-10-28,林口,34.042,14.554
2024-10-29,林口,39.917,17.219
2024-10-30,林口,35.292,24.915
2024-10-31,林口,25.917,18.819
2024-11-01,林口,5.0,11.041
2024-11-02,林口,25.5,23.27
2024-11-03,林口,43.5,24.936
2024-11-04,林口,35.458,31.614
2024-11-05,林口,40.875,24.005
2024-11-06,林口,36.458,27.585
2024-11-07,林口,33.917,22.77
2024-11-08,林口,31.333,21.144
2024-11-09,林口,29.417,18.6
2024-11-10,林口,28.292,13.051
2024-11-11,林口,26.208,13.106
2024-11-12,林口,25.667,13.875
2024-11-13,林口,27.167,13.791
2024-11-14,林口,14.167,13.375
2024-11-15,林口,89.875,14.196
2024-11-16,林口,56.625,51.868
2024-11-17,林口,28.458,23.129
2024-11-18,林口,31.0,16.185
2024-11-19,林口,28.25,18.942
2024-11-20,林口,28.583,19.504
2024-11-21,林口,29.583,18.628
2024-11-22,林口,28.917,17.623
2024-11-23,林口,41.917,23.186
2024-11-24,林口,35.208,31.048
2024-11-25,林口,36.708,20.501
2024-11-26,林口,27.25,34.964
2024-11-27,林口,37.583,25.935
2024-11-28,林口,37.0,33.508
2024-11-29,林口,42.458,31.428
2024-10-17,林園,65.0,61.896
2024-10-18,林園,65.458,61.941
2024-10-19,林園,84.25,60.646
2024-10-20,林園,104.25,59.444
2024-10-21,林園,71.167,61.621
2024-10-22,林園,66.792,63.099
2024-10-23,林園,86.292,64.226
2024-10-24,林園,73.708,66.626
2024-10-25,林園,55.542,68.706
2024-10-26,林園,76.208,68.853
2024-10-27,林園,39.833,68.556
2024-10-28,林園,25.583,66.178
2024-10-29,林園,62.292,62.337
2024-10-30,林園,89.458,60.158
2024-10-31,林園,46.5,60.427
2024-11-01,林園,85.792,58.909
2024-11-02,林園,80.708,60.765
2024-11-03,林園,77.292,62.316
2024-11-04,林園,84.0,63.627
2024-11-05,林園,66.833,64.627
2024-11-06,林園,85.167,65.273
2024-11-07,林園,80.292,65.859
2024-11-08,林園,86.333,66.261
2024-11-09,林園,98.708,67.707
2024-11-10,林園,92.833,69.829
2024-11-11,林園,90.958,70.957
2024-11-12,林園,94.708,72.34
2024-11-13,林園,66.042,72.781
2024-11-14,林園,82.208,71.898
2024-11-15,林園,80.0,71.614
2024-11-16,林園,34.042,70.035
2024-11-17,林園,57.208,67.092
2024-11-18,林園,68.0,65.089
2024-11-19,林園,67.167,63.887
2024-11-20,林園,79.958,63.73
2024-11-21,林園,93.333,65.554
2024-11-22,林園,78.667,68.911
2024-11-23,林園,103.917,72.074
2024-11-24,林園,106.75,75.587
2024-11-25,林園,70.792,78.374
2024-11-26,林園,74.167,78.358
2024-11-27,林園,78.583,76.985
2024-11-28,林園,81.333,75.773
2024-11-29,林園,77.042,76.089
2024-10-16,桃園,25.75,24.913
2024-10-17,桃園,26.625,22.929
2024-10-18,桃園,42.208,24.731
2024-10-19,桃園,26.208,45.06
2024-10-20,桃園,32.625,23.753
2024-10-21,桃園,33.292,27.712
2024-10-22,桃園,33.25,23.997
2024-10-23,桃園,35.542,26.054
2024-10-24,桃園,30.958,30.419
2024-10-25,桃園,24.958,29.341
2024-10-26,桃園,42.042,21.692
2024-10-27,桃園,28.167,48.844
2024-10-28,桃園,33.292,25.171
2024-10-29,桃園,35.5,24.341
2024-10-30,桃園,33.042,34.334
2024-10-31,桃園,28.5,29.083
2024-11-01,桃園,24.167,18.231
2024-11-02,桃園,27.833,35.3
2024-11-03,桃園,48.792,28.275
2024-11-04,桃園,38.0,37.791
2024-11-05,桃園,33.958,28.83
2024-11-06,桃園,35.417,38.408
2024-11-07,桃園,34.333,31.711
2024-11-08,桃園,34.208,27.192
2024-11-09,桃園,24.167,28.266
2024-11-10,桃園,25.0,26.771
2024-11-11,桃園,26.542,27.511
2024-11-12,桃園,28.042,25.574
2024-11-13,桃園,26.833,22.538
2024-11-14,桃園,53.667,21.302
2024-11-15,桃園,141.792,59.569
2024-11-16,桃園,79.0,76.341
2024-11-17,桃園,22.708,32.88
2024-11-18,桃園,29.333,32.067
2024-11-19,桃園,29.833,34.259
2024-11-20,桃園,28.125,27.592
2024-11-21,桃園,27.667,28.341
2024-11-22,桃園,32.125,27.766
2024-11-23,桃園,43.292,30.127
2024-11-24,桃園,35.5,35.016
2024-11-25,桃園,40.167,27.019
2024-11-26,桃園,30.792,51.696
2024-11-27,桃園,40.167,32.821
2024-11-28,桃園,37.5,43.209
2024-11-29,桃園,53.833,46.681
2024-10-16,楠梓,73.625,60.022
2024-10-17,楠梓,68.0,61.624
2024-10-18,楠梓,65.917,64.322
2024-10-19,楠梓,90.125,59.251
2024-10-20,楠梓,71.0,64.701
2024-10-21,楠梓,60.792,57.737
2024-10-22,楠梓,71.25,63.305
2024-10-23,楠梓,63.958,65.003
2024-10-24,楠梓,48.583,64.874
2024-10-25,楠梓,45.75,58.579
2024-10-26,楠梓,64.542,55.23
2024-10-27,楠梓,45.542,55.183
2024-10-28,楠梓,31.917,43.043
2024-10-29,楠梓,55.333,37.199
2024-10-30,楠梓,65.292,53.037
2024-10-31,楠梓,36.0,58.339
2024-11-01,楠梓,58.792,37.927
2024-11-02,楠梓,62.0,65.244
2024-11-03,楠梓,73.333,55.913
2024-11-04,楠梓,83.083,64.658
2024-11-05,楠梓,75.167,65.97
2024-11-06,楠梓,72.167,64.702
2024-11-07,楠梓,62.5,67.551
2024-11-08,楠梓,62.167,63.841
2024-11-09,楠梓,75.792,57.157
2024-11-10,楠梓,82.75,65.587
2024-11-11,楠梓,81.583,63.737
2024-11-12,楠梓,81.333,68.61
2024-11-13,楠梓,78.542,60.022
2024-11-14,楠梓,68.125,71.573
2024-11-15,楠梓,116.542,70.734
2024-11-16,楠梓,45.833,77.301
2024-11-17,楠梓,47.542,52.296
2024-11-18,楠梓,47.833,56.579
2024-11-19,楠梓,49.375,52.548
2024-11-20,楠梓,62.333,60.803
2024-11-21,楠梓,63.75,69.449
2024-11-22,楠梓,53.875,67.695
2024-11-23,楠梓,71.0,69.611
2024-11-24,楠梓,86.25,74.354
2024-11-25,楠梓,67.0,76.018
2024-11-26,楠梓,65.708,70.275
2024-11-27,楠梓,67.125,66.318
2024-11-28,楠梓,57.125,70.563
2024-11-29,楠梓,55.333,68.299
2024-10-16,汐止,24.917,18.089
2024-10-17,汐止,30.5,23.189
2024-10-18,汐止,36.625,25.076
2024-10-19,汐止,25.875,37.816
2024-10-20,汐止,36.542,19.725
2024-10-21,汐止,31.5,26.153
2024-10-22,汐止,32.542,23.976
2024-10-23,汐止,44.625,25.181
2024-10-24,汐止,39.167,26.669
2024-10-25,汐止,26.208,16.12
2024-10-26,汐止,18.583,13.788
2024-10-27,汐止,21.333,21.615
2024-10-28,汐止,34.708,19.328
2024-10-29,汐止,41.875,27.736
2024-10-30,汐止,36.667,38.633
2024-10-31,汐止,29.625,29.224
2024-11-01,汐止,34.875,7.991
2024-11-02,汐止,29.208,33.063
2024-11-03,汐止,53.417,32.516
2024-11-04,汐止,41.375,52.276
2024-11-05,汐止,42.708,34.346
2024-11-06,汐止,39.667,45.62
2024-11-07,汐止,32.125,37.403
2024-11-08,汐止,29.667,34.479
2024-11-09,汐止,24.792,30.332
2024-11-10,汐止,26.75,25.832
2024-11-11,汐止,27.958,25.626
2024-11-12,汐止,29.833,21.199
2024-11-13,汐止,28.667,17.065
2024-11-14,汐止,18.583,14.929
2024-11-15,汐止,51.25,19.854
2024-11-16,汐止,21.292,31.324
2024-11-17,汐止,27.958,20.589
2024-11-18,汐止,34.25,23.256
2024-11-19,汐止,32.333,28.321
2024-11-20,汐止,31.458,26.652
2024-11-21,汐止,33.0,23.911
2024-11-22,汐止,36.458,23.035
2024-11-23,汐止,48.083,31.769
2024-11-24,汐止,31.917,39.832
2024-11-25,汐止,37.792,28.389
2024-11-26,汐止,40.917,42.426
2024-11-27,汐止,46.083,31.103
2024-11-28,汐止,45.917,41.677
2024-11-29,汐止,48.708,40.622
2024-10-16,沙鹿,52.917,53.63
2024-10-17,沙鹿,60.583,40.703
2024-10-18,沙鹿,77.875,55.379
2024-10-19,沙鹿,60.167,54.099
2024-10-20,沙鹿,36.625,44.962
2024-10-21,沙鹿,35.292,36.941
2024-10-22,沙鹿,39.042,45.285
2024-10-23,沙鹿,49.208,34.542
2024-10-24,沙鹿,40.917,37.388
2024-10-25,沙鹿,35.792,25.794
2024-10-26,沙鹿,60.5,36.219
2024-10-27,沙鹿,52.75,48.866
2024-10-28,沙鹿,32.125,43.004
2024-10-29,沙鹿,42.083,30.69
2024-10-30,沙鹿,41.75,41.445
2024-10-31,沙鹿,30.25,32.874
2024-11-01,沙鹿,34.125,18.377
2024-11-02,沙鹿,31.167,40.724
2024-11-03,沙鹿,48.25,33.629
2024-11-04,沙鹿,44.958,51.716
2024-11-05,沙鹿,41.792,46.184
2024-11-06,沙鹿,43.083,41.306
2024-11-07,沙鹿,40.208,33.274
2024-11-08,沙鹿,35.167,37.728
2024-11-09,沙鹿,29.667,32.092
2024-11-10,沙鹿,28.125,28.441
2024-11-11,沙鹿,29.875,29.478
2024-11-12,沙鹿,27.75,32.639
2024-11-13,沙鹿,50.917,36.919
2024-11-14,沙鹿,98.0,60.434
2024-11-15,沙鹿,82.5,63.34
2024-11-16,沙鹿,36.5,51.762
2024-11-17,沙鹿,25.458,28.289
2024-11-18,沙鹿,34.167,23.854
2024-11-19,沙鹿,29.125,33.074
2024-11-20,沙鹿,29.167,30.922
2024-11-21,沙鹿,30.833,28.815
2024-11-22,沙鹿,34.208,23.868
2024-11-23,沙鹿,47.125,29.356
2024-11-24,沙鹿,34.417,47.083
2024-11-25,沙鹿,57.208,35.296
2024-11-26,沙鹿,30.917,54.496
2024-11-27,沙鹿,41.875,24.486
2024-11-28,沙鹿,36.125,21.263
2024-11-29,沙鹿,42.667,27.6
2024-10-21,淡水,35.667,29.772
2024-10-22,淡水,38.125,30.156
2024-10-23,淡水,40.958,29.923
2024-10-24,淡水,41.375,30.755
2024-10-25,淡水,32.625,31.744
2024-10-26,淡水,35.875,30.807
2024-10-27,淡水,27.667,30.341
2024-10-28,淡水,38.125,29.738
2024-10-29,淡水,44.667,29.4
2024-10-30,淡水,42.125,29.411
2024-10-31,淡水,27.75,29.384
2024-11-07,淡水,39.833,28.785
2024-11-08,淡水,39.5,28.119
2024-11-09,淡水,30.583,27.142
2024-11-10,淡水,29.75,24.29
2024-11-11,淡水,29.333,23.404
2024-11-12,淡水,32.0,22.991
2024-11-13,淡水,31.375,22.956
2024-11-14,淡水,19.542,21.966
2024-11-15,淡水,83.458,21.344
2024-11-16,淡水,42.417,22.699
2024-11-17,淡水,29.667,23.421
2024-11-18,淡水,37.042,23.681
2024-11-19,淡水,31.583,24.296
2024-11-20,淡水,33.333,24.422
2024-11-21,淡水,35.208,24.421
2024-11-22,淡水,36.667,24.063
2024-11-23,淡水,45.417,24.082
2024-11-24,淡水,36.792,25.24
2024-11-25,淡水,36.583,26.36
2024-11-26,淡水,30.5,27.207
2024-11-27,淡水,41.125,27.816
2024-11-28,淡水,38.875,29.124
2024-11-29,淡水,45.458,30.371
2024-10-16,湖口,27.583,38.495
2024-10-17,湖口,37.083,29.072
2024-10-18,湖口,46.333,37.684
2024-10-19,湖口,49.5,47.508
2024-10-20,湖口,36.958,38.68
2024-10-21,湖口,34.0,33.002
2024-10-22,湖口,34.917,34.939
2024-10-23,湖口,41.75,34.157
2024-10-24,湖口,39.125,32.557
2024-10-25,湖口,36.333,30.723
2024-10-26,湖口,58.875,33.909
2024-10-27,湖口,51.25,60.713
2024-10-28,湖口,35.875,40.83
2024-10-29,湖口,44.542,42.209
2024-10-30,湖口,40.083,45.118
2024-10-31,湖口,31.083,37.28
2024-11-01,湖口,24.75,24.151
2024-11-02,湖口,27.458,36.388
2024-11-03,湖口,51.125,43.333
2024-11-04,湖口,38.667,53.386
2024-11-05,湖口,43.333,39.714
2024-11-06,湖口,41.208,45.341
2024-11-07,湖口,37.708,35.67
2024-11-08,湖口,37.25,32.279
2024-11-09,湖口,33.083,33.824
2024-11-10,湖口,30.708,31.423
2024-11-11,湖口,30.708,34.39
2024-11-12,湖口,28.458,29.474
2024-11-13,湖口,27.708,27.213
2024-11-14,湖口,69.75,34.899
2024-11-15,湖口,97.958,64.858
2024-11-16,湖口,42.583,65.462
2024-11-17,湖口,28.625,38.9
2024-11-18,湖口,35.167,38.463
2024-11-19,湖口,31.417,34.902
2024-11-20,湖口,33.708,30.434
2024-11-21,湖口,33.125,31.702
2024-11-22,湖口,33.208,28.23
2024-11-23,湖口,42.875,31.81
2024-11-24,湖口,36.5,37.285
2024-11-25,湖口,41.958,29.636
2024-11-26,湖口,28.708,56.438
2024-11-27,湖口,40.208,36.001
2024-11-28,湖口,40.708,29.254
2024-11-29,湖口,47.75,55.461
2024-10-16,潮州,73.208,63.676
2024-10-17,潮州,54.25,59.192
2024-10-18,潮州,56.875,54.347
2024-10-19,潮州,93.458,52.099
2024-10-20,潮州,96.083,70.878
2024-10-21,潮州,71.542,66.548
2024-10-22,潮州,73.042,65.415
2024-10-23,潮州,101.667,69.773
2024-10-24,潮州,66.167,79.266
2024-10-25,潮州,55.583,58.987
2024-10-26,潮州,58.958,68.856
2024-10-27,潮州,23.667,55.927
2024-10-28,潮州,25.042,32.402
2024-10-29,潮州,39.833,32.533
2024-10-30,潮州,75.25,54.003
2024-10-31,潮州,38.458,70.556
2024-11-01,潮州,43.917,25.247
2024-11-02,潮州,53.708,55.978
2024-11-03,潮州,67.083,34.569
2024-11-04,潮州,61.75,59.571
2024-11-05,潮州,61.708,52.19
2024-11-06,潮州,75.458,56.76
2024-11-07,潮州,73.125,61.364
2024-11-08,潮州,97.75,65.444
2024-11-09,潮州,108.208,79.532
2024-11-10,潮州,90.208,72.798
2024-11-11,潮州,86.917,66.321
2024-11-12,潮州,82.708,68.737
2024-11-13,潮州,65.25,56.081
2024-11-14,潮州,64.833,71.041
2024-11-15,潮州,70.25,57.581
2024-11-16,潮州,20.208,51.36
2024-11-17,潮州,35.792,31.756
2024-11-18,潮州,50.042,44.484
2024-11-19,潮州,56.5,53.661
2024-11-20,潮州,61.917,63.556
2024-11-21,潮州,107.292,71.163
2024-11-22,潮州,80.042,83.473
2024-11-23,潮州,92.833,75.014
2024-11-24,潮州,90.958,84.135
2024-11-25,潮州,72.625,74.853
2024-11-26,潮州,59.25,66.323
2024-11-27,潮州,72.792,58.585
2024-11-28,潮州,84.625,77.071
2024-11-29,潮州,77.833,77.21
2024-10-16,竹山,85.208,68.813
2024-10-17,竹山,88.708,75.821
2024-10-18,竹山,96.208,76.559
2024-10-19,竹山,59.583,77.131
2024-10-20,竹山,61.292,59.193
2024-10-21,竹山,54.25,56.199
2024-10-22,竹山,57.333,59.373
2024-10-23,竹山,37.958,49.74
2024-10-24,竹山,32.667,45.033
2024-10-25,竹山,33.458,42.9
2024-10-26,竹山,61.375,46.579
2024-10-27,竹山,64.917,53.208
2024-10-28,竹山,53.208,61.978
2024-10-29,竹山,35.917,49.977
2024-10-30,竹山,41.917,57.073
2024-10-31,竹山,18.167,44.25
2024-11-01,竹山,33.083,15.387
2024-11-02,竹山,58.708,34.144
2024-11-03,竹山,61.25,70.509
2024-11-04,竹山,79.208,68.289
2024-11-05,竹山,49.875,76.067
2024-11-06,竹山,41.167,57.894
2024-11-07,竹山,39.458,44.666
2024-11-08,竹山,41.25,46.094
2024-11-09,竹山,50.458,46.157
2024-11-10,竹山,54.042,52.769
2024-11-11,竹山,50.167,45.265
2024-11-12,竹山,63.792,53.746
2024-11-13,竹山,64.5,64.976
2024-11-14,竹山,92.833,76.266
2024-11-15,竹山,115.667,85.175
2024-11-16,竹山,71.583,81.302
2024-11-17,竹山,36.25,56.404
2024-11-18,竹山,32.917,49.795
2024-11-19,竹山,36.958,44.691
2024-11-20,竹山,44.667,53.003
2024-11-21,竹山,39.167,57.199
2024-11-22,竹山,34.167,51.342
2024-11-23,竹山,60.292,54.643
2024-11-24,竹山,79.0,71.757
2024-11-25,竹山,78.333,82.096
2024-11-26,竹山,52.792,72.124
2024-11-27,竹山,49.417,57.6
2024-11-28,竹山,53.417,75.276
